114/12/01,"1,445.00"
114/12/02,"1,415.00"
114/12/03,"1,400.00"
114/12/04,"1,405.00"
114/12/05,"1,425.00"
114/12/08,"1,440.00"
114/12/09,"1,420.00"
114/12/10,"1,460.00"
114/12/11,"1,395.00"
114/12/12,"1,405.00"
114/12/15,"1,420.00"
114/12/16,"1,420.00"
114/12/17,"1,425.00"
114/12/18,"1,420.00"
114/12/19,"1,410.00"
114/12/22,"1,400.00"
114/12/23,"1,390.00"
114/12/24,"1,380.00"
114/12/26,"1,385.00"
114/12/29,"1,420.00"
月平均收盤價,1414.00
