114/11/03,"1,510.00"
114/11/04,"1,505.00"
114/11/05,"1,460.00"
114/11/06,"1,465.00"
114/11/07,"1,460.00"
114/11/10,"1,475.00"
114/11/11,"1,465.00"
114/11/12,"1,475.00"
114/11/13,"1,460.00"
114/11/14,"1,430.00"
114/11/17,"1,445.00"
114/11/18,"1,405.00"
114/11/19,"1,395.00"
114/11/20,"1,455.00"
114/11/21,"1,385.00"
114/11/24,"1,375.00"
114/11/25,"1,415.00"
114/11/26,"1,440.00"
114/11/27,"1,435.00"
114/11/28,"1,440.00"
月平均收盤價,1444.75
