114/12/01,61.10
114/12/02,64.40
114/12/03,67.70
114/12/04,63.40
114/12/05,63.40
114/12/08,63.40
114/12/09,62.10
114/12/10,61.40
114/12/11,59.90
114/12/12,61.10
114/12/15,60.50
114/12/16,58.20
114/12/17,57.40
114/12/18,57.40
114/12/19,59.90
114/12/22,60.40
114/12/23,58.80
114/12/24,58.10
114/12/26,57.50
114/12/29,58.70
月平均收盤價,60.74
