114/12/01,181.50
114/12/02,181.50
114/12/03,182.50
114/12/04,184.50
114/12/05,183.00
114/12/08,180.00
114/12/09,178.50
114/12/10,179.00
114/12/11,180.50
114/12/12,183.00
114/12/15,183.50
114/12/16,183.50
114/12/17,184.00
114/12/18,183.00
114/12/19,185.50
114/12/22,186.00
114/12/23,186.00
114/12/24,188.50
114/12/26,191.00
114/12/29,190.50
114/12/30,191.00
114/12/31,190.00
月平均收盤價,184.39
