114/12/01,18.60
114/12/02,18.85
114/12/03,19.05
114/12/04,18.90
114/12/05,18.70
114/12/08,18.60
114/12/09,18.45
114/12/10,18.30
114/12/11,18.35
114/12/12,18.75
114/12/15,18.95
114/12/16,18.55
114/12/17,18.40
114/12/18,18.25
114/12/19,18.85
114/12/22,18.80
114/12/23,18.60
114/12/24,18.55
114/12/26,18.85
114/12/29,19.10
114/12/30,19.25
114/12/31,19.00
月平均收盤價,18.71
