114/12/01,"1,410.00"
114/12/02,"1,430.00"
114/12/03,"1,450.00"
114/12/04,"1,445.00"
114/12/05,"1,460.00"
114/12/08,"1,495.00"
114/12/09,"1,480.00"
114/12/10,"1,505.00"
114/12/11,"1,470.00"
114/12/12,"1,480.00"
114/12/15,"1,450.00"
114/12/16,"1,435.00"
114/12/17,"1,430.00"
114/12/18,"1,430.00"
114/12/19,"1,430.00"
114/12/22,"1,465.00"
114/12/23,"1,490.00"
114/12/24,"1,495.00"
114/12/26,"1,510.00"
114/12/29,"1,530.00"
114/12/30,"1,520.00"
114/12/31,"1,550.00"
月平均收盤價,1470.91
