114/12/01,222.00
114/12/02,222.00
114/12/03,227.00
114/12/04,228.50
114/12/05,231.00
114/12/08,232.00
114/12/09,235.00
114/12/10,233.50
114/12/11,226.00
114/12/12,227.00
114/12/15,221.50
114/12/16,218.00
114/12/17,216.50
114/12/18,216.00
114/12/19,221.50
114/12/22,224.00
114/12/23,224.00
114/12/24,224.00
114/12/26,225.50
月平均收盤價,225.00
