114/12/01,41.90
114/12/02,43.45
114/12/03,43.85
114/12/04,42.80
114/12/05,42.15
114/12/08,41.90
114/12/09,40.30
114/12/10,39.80
114/12/11,39.85
114/12/12,39.90
114/12/15,40.90
114/12/16,40.15
114/12/17,39.90
114/12/18,39.65
114/12/19,40.00
114/12/22,40.15
114/12/23,40.10
114/12/24,39.75
114/12/26,39.75
月平均收盤價,40.86
